"Datum (UTC)";"Import Saldo";"Kernenergie";"Nicht Erneuerbar";"Erneuerbar";"Day Ahead Auktion (ES)"
2016-11-23 20:00:00;1610.12;5021;17607.5;10384.5;63.48
2016-11-23 21:00:00;1159.55;5022;16437.5;9231.5;58.6
2016-11-23 22:00:00;567;5025;15409;7936;57.1
2016-11-23 23:00:00;1645.86;5036;13121;7123;52
2016-11-24 00:00:00;1591.48;5040;12490.5;6529.5;46.98
2016-11-24 01:00:00;1684.55;5040;12290;6019;44.75
2016-11-24 02:00:00;1721.21;5041;12100;5766;44.58
2016-11-24 03:00:00;2007.82;5040;11689.5;5776.5;44.58
2016-11-24 04:00:00;2195.99;5040;11840;6042;44.83
2016-11-24 05:00:00;2725.11;5038;12632;6537;50.99
2016-11-24 06:00:00;3407.55;5037;13979.5;8077.5;63.79
2016-11-24 07:00:00;3966.58;5037;15338;8645;65.48
2016-11-24 08:00:00;3168.89;5036;16411;9560;63.02
2016-11-24 09:00:00;2878.9;5036;16419.5;10487.5;61.84
2016-11-24 10:00:00;2680.88;5038;16122;10960;59.52
2016-11-24 11:00:00;2553.32;5046;16230.5;10796.5;57.6
2016-11-24 12:00:00;2712.51;5050;16490;10212;57.57
2016-11-24 13:00:00;2736.49;5053;15854.5;9625.5;56
2016-11-24 14:00:00;2663.01;5052;15743;9284;56.89
2016-11-24 15:00:00;2589.03;5052;16216.5;8792.5;58.12
2016-11-24 16:00:00;2245.18;5052;16666;9694;62.13
2016-11-24 17:00:00;3335.38;5052;16953;10504;67.5
2016-11-24 18:00:00;4955.96;5053;16976.5;9362.5;65.56
2016-11-24 19:00:00;5870.81;5054;16948;8715;65.48
2016-11-24 20:00:00;6248.71;5053;16509;7829;61.88
2016-11-24 21:00:00;5991.46;5052;15026;6935;57.58
2016-11-24 22:00:00;4413.28;5053;14097;6401;52
2016-11-24 23:00:00;4251.19;5053;12745;5864;48
2016-11-25 00:00:00;4345.36;5055;11410;5832;44.14
2016-11-25 01:00:00;4551.05;5055;10793;5787;42.95
2016-11-25 02:00:00;4417.62;5055;10496;5810;42.49
2016-11-25 03:00:00;4432.62;5054;10448.5;5768.5;42.49
2016-11-25 04:00:00;4265.02;5056;11103.5;5764.5;43.09
2016-11-25 05:00:00;4061.06;5054;12572.5;5922.5;46.22
2016-11-25 06:00:00;5411.57;5053;14076;6939;59.9
2016-11-25 07:00:00;4639.98;5054;15634.5;8699.5;64.99
2016-11-25 08:00:00;4245.46;5054;16695;9290;63.2
2016-11-25 09:00:00;3949.82;5054;16978;9695;62.02
2016-11-25 10:00:00;4139.48;5055;16747;9512;60.5
2016-11-25 11:00:00;4647.02;5054;16696;9241;59.98
2016-11-25 12:00:00;5026.49;5055;16022.5;9116.5;60.07
2016-11-25 13:00:00;4326.28;5055;15708.5;8932.5;59
2016-11-25 14:00:00;3485.28;5054;16349.5;8426.5;59
2016-11-25 15:00:00;2520.47;5054;16916.5;8518.5;60
2016-11-25 16:00:00;943.2;5054;16987.5;10967.5;64.5
2016-11-25 17:00:00;1734.92;5055;17105.5;11951.5;67
2016-11-25 18:00:00;2357.13;5056;16916.5;11453.5;65.01
2016-11-25 19:00:00;3886.33;5056;16185;10503;61.88
2016-11-25 20:00:00;4815.16;5056;15034;9801;58.78
2016-11-25 21:00:00;3880.81;5056;14098.5;9654.5;52
2016-11-25 22:00:00;3014.57;5059;12762.5;9491.5;46.68
2016-11-25 23:00:00;3208.18;5061;11300;9214;44.42
2016-11-26 00:00:00;3314.31;5063;10630.5;8807.5;43
2016-11-26 01:00:00;3335.57;5064;9887;8858;40.86
2016-11-26 02:00:00;3211;5062;9381;9064;38.31
2016-11-26 03:00:00;3094.83;5063;9259;9003;37.9
2016-11-26 04:00:00;2849.8;5063;9365.5;9148.5;37.87
2016-11-26 05:00:00;3247.47;5063;9442;9389;38.29
2016-11-26 06:00:00;3186.25;5063;9922.5;9453.5;42.22
2016-11-26 07:00:00;2487.88;5062;10182.5;9617.5;44.1
2016-11-26 08:00:00;3409.04;5062;11039;9678;46.76
2016-11-26 09:00:00;4478.79;5063;11158.5;10613.5;48.92
2016-11-26 10:00:00;4963.09;5062;11010;10954;48.56
2016-11-26 11:00:00;4701.89;5063;11384.5;10631.5;47.99
2016-11-26 12:00:00;4628.9;5062;11327;10766;49.7
2016-11-26 13:00:00;4358.18;5063;11169;10487;51.82
2016-11-26 14:00:00;3749.49;5062;11059.5;10087.5;47.52
2016-11-26 15:00:00;3833.15;5063;11159;9234;46.31
2016-11-26 16:00:00;4105.37;5064;10989.5;9464.5;51.21
2016-11-26 17:00:00;4189.8;5064;11078;11095;61.86
2016-11-26 18:00:00;4465.21;5063;11294.5;11005.5;62.48
2016-11-26 19:00:00;4481.81;5063;11520;11022;62.48
2016-11-26 20:00:00;4547.1;5063;11389;10697;61.99
2016-11-26 21:00:00;4495.4;5063;11328.5;9237.5;57.26
2016-11-26 22:00:00;4009.76;5065;11120;7754;49
2016-11-26 23:00:00;3116.24;5064;10385;7358;46.82
2016-11-27 00:00:00;2405.4;5062;9711.5;7199.5;44.81
2016-11-27 01:00:00;2241.94;5060;9564;7199;43.71
2016-11-27 02:00:00;2261.82;5059;9295.5;6989.5;43.1
2016-11-27 03:00:00;2247.13;5059;9376.5;6867.5;42.66
2016-11-27 04:00:00;2279.74;5059;9324;7066;42.7
2016-11-27 05:00:00;2334.57;5060;9544;7257;43.01
2016-11-27 06:00:00;2564.19;5061;9593.5;7208.5;43.21
2016-11-27 07:00:00;2806.89;5061;9407.5;7349.5;43.49
2016-11-27 08:00:00;3225.67;5062;10028;7763;44.81
2016-11-27 09:00:00;3634.63;5063;10235.5;7920.5;46.51
2016-11-27 10:00:00;2887.56;5061;11188.5;8519.5;52.71
2016-11-27 11:00:00;2471.2;5062;11570.5;8665.5;49.68
2016-11-27 12:00:00;2575.83;5062;11880.5;8948.5;57.26
2016-11-27 13:00:00;2756.07;5062;11990;8747;57.26
2016-11-27 14:00:00;2816.31;5061;11873.5;7697.5;47.69
2016-11-27 15:00:00;2892.68;5061;11949.5;6852.5;46.13
2016-11-27 16:00:00;3251.73;5062;12235.5;6639.5;49.93
2016-11-27 17:00:00;4084.13;5062;12443.5;8027.5;60.44
2016-11-27 18:00:00;4538.82;5063;12394.5;8607.5;64.99
2016-11-27 19:00:00;4339.12;5063;12561;9447;66.06
2016-11-27 20:00:00;4779.03;5063;12231;9418;67
2016-11-27 21:00:00;4206.09;5063;12327.5;8424.5;64.99
2016-11-27 22:00:00;3625.78;5064;12186.5;6719.5;59.07
2016-11-27 23:00:00;3038.37;5063;11584.5;5498.5;54.01
2016-11-28 00:00:00;2890.94;5063;10790.5;4865.5;47.28
2016-11-28 01:00:00;2556.89;5062;10455;4594;45.79
2016-11-28 02:00:00;2465.49;5061;10356;4316;45.15
2016-11-28 03:00:00;2192.82;5060;10935;4165;45.14
2016-11-28 04:00:00;2380.25;5062;11496.5;4008.5;46.51
2016-11-28 05:00:00;3542.34;5061;12254;4805;57.26
2016-11-28 06:00:00;3840.68;5057;13609;6901;67.85
2016-11-28 07:00:00;3176.77;5057;16053.5;8290.5;69.95
2016-11-28 08:00:00;3035.81;5056;17868;8119;67.27
2016-11-28 09:00:00;3213.86;5056;18035;8352;66.57
2016-11-28 10:00:00;3248.16;5056;18000;8262;64.65
2016-11-28 11:00:00;3066.96;5055;17892;8292;64.84
2016-11-28 12:00:00;3004.32;5055;17756;8237;65.3
2016-11-28 13:00:00;2443.99;5055;17820;7392;65.67
2016-11-28 14:00:00;2075.87;5055;18056;6973;64.99
2016-11-28 15:00:00;1708.46;5057;18582.5;6853.5;66.5
2016-11-28 16:00:00;159.65;5061;19657;8411;70.78
2016-11-28 17:00:00;-105.77;5061;20333;10191;73.87
2016-11-28 18:00:00;1124.94;5062;20030.5;9797.5;73.17
2016-11-28 19:00:00;2753.2;5062;19900;8498;70.5
2016-11-28 20:00:00;2924.97;5062;19017.5;8413.5;69.28
2016-11-28 21:00:00;2608.33;5062;18156;6856;64.84
2016-11-28 22:00:00;2755.73;5062;16426.5;5228.5;62.79
2016-11-28 23:00:00;2643.94;5063;14637;4960;64.99
2016-11-29 00:00:00;2179.63;5062;13802.5;4574.5;62.15
2016-11-29 01:00:00;2390.74;5063;13700;3444;58.69
2016-11-29 02:00:00;2103.7;5063;13528.5;3176.5;57.71
2016-11-29 03:00:00;2121.42;5063;13660;2801;57
2016-11-29 04:00:00;2087.74;5063;14505;2802;56.17
2016-11-29 05:00:00;1542.75;5061;16178.5;4155.5;61.9
2016-11-29 06:00:00;1905.98;5059;17573.5;6568.5;69.24
2016-11-29 07:00:00;978.16;5060;19216;8769;71.71
2016-11-29 08:00:00;768.02;5061;19905;9296;70.64
2016-11-29 09:00:00;607.84;5061;19796;9838;70
2016-11-29 10:00:00;282.09;5061;19712.5;9981.5;69.98
2016-11-29 11:00:00;851.56;5061;19493;9301;67.7
2016-11-29 12:00:00;653.48;5060;19669;9053;67.5
2016-11-29 13:00:00;-352.85;5060;19562;9139;68.55
2016-11-29 14:00:00;-794.76;5062;19929.5;8863.5;68.25
2016-11-29 15:00:00;-706.86;5061;20034.5;8443.5;66.73
2016-11-29 16:00:00;-390.27;5062;20093;9062;68.33
2016-11-29 17:00:00;-257.25;5062;20171.5;10818.5;70.15
2016-11-29 18:00:00;-111.95;5062;20121.5;11280.5;70.15
2016-11-29 19:00:00;31.33;5062;20046;11396;69.75
2016-11-29 20:00:00;543.22;5063;19281;10563;64.84
2016-11-29 21:00:00;-300.57;5062;16904.5;11163.5;61.05
2016-11-29 22:00:00;-838.81;5062;14851.5;10694.5;55.82
2016-11-29 23:00:00;-1279.04;5062;12955;10732;53
2016-11-30 00:00:00;-1958.37;5062;12435.5;10802.5;46.69
2016-11-30 01:00:00;-2164.29;5057;11805.5;10818.5;44.91
2016-11-30 02:00:00;-2168.61;5053;11610;10960;44.66
2016-11-30 03:00:00;-1869.53;5052;11603.5;10935.5;44.4
2016-11-30 04:00:00;-1828.84;5053;11869;10947;44.66
2016-11-30 05:00:00;-1087.57;5052;12119;11073;46.67
2016-11-30 06:00:00;390.46;5055;13749;11790;58.23
2016-11-30 07:00:00;792.17;5061;15200;12371;62.48
2016-11-30 08:00:00;471.14;5061;16034.5;12902.5;61.88
2016-11-30 09:00:00;352.64;5061;16014;13265;61.32
2016-11-30 10:00:00;186.89;5060;15864;13572;59.58
2016-11-30 11:00:00;-2.35;5061;15843;13706;59.46
2016-11-30 12:00:00;2.03;5062;15709;13579;59.58
2016-11-30 13:00:00;-45.06;5061;15717;12695;58.26
2016-11-30 14:00:00;-153.9;5061;15997;11951;58.9
2016-11-30 15:00:00;-7.06;5060;16162;11498;59.52
2016-11-30 16:00:00;256.6;5053;16118;12468;61.79
2016-11-30 17:00:00;291.2;5047;16698.5;13791.5;66.69
2016-11-30 18:00:00;439.98;5050;16784.5;13969.5;68.33
2016-11-30 19:00:00;516.5;5059;16953;13889;68.55
2016-11-30 20:00:00;287.43;5062;17159;13053;66.89
2016-11-30 21:00:00;-35.54;5061;16100.5;11726.5;61.03
2016-11-30 22:00:00;-465.41;5062;15076;10141;57.71
2016-11-30 23:00:00;-602.84;5062;13923;8901;58.23
2016-12-01 00:00:00;-1466.52;5062;13396;8668;55
2016-12-01 01:00:00;-1547.37;5061;13156;8084;51.44
2016-12-01 02:00:00;-1628.59;5061;13308;7647;50.39
2016-12-01 03:00:00;-1208.2;5062;13453.5;6970.5;50.39
2016-12-01 04:00:00;-937.4;5062;13882.5;6734.5;53.5
2016-12-01 05:00:00;-733.09;5060;15258.5;7508.5;58.26
2016-12-01 06:00:00;517.19;5059;17559;8070;64.99
2016-12-01 07:00:00;744.57;5056;19473;8279;68.33
2016-12-01 08:00:00;827.8;5033;20243.5;8308.5;66.64
2016-12-01 09:00:00;822.82;5028;20699;8193;68
2016-12-01 10:00:00;1575.58;5028;20492;7661;67.84
2016-12-01 11:00:00;1402.83;4989;20931.5;7427.5;68.25
2016-12-01 12:00:00;300.34;4910;21191;8271;68.84
2016-12-01 13:00:00;-5.08;4935;21098;7602;68.56
2016-12-01 14:00:00;86.38;4965;21124.5;6998.5;68.33
2016-12-01 15:00:00;49.39;4996;21186.5;6872.5;68.25
2016-12-01 16:00:00;1.39;5023;21398.5;7595.5;68.84
2016-12-01 17:00:00;239.51;5038;21557.5;8841.5;72.01
2016-12-01 18:00:00;23.17;5040;21632;9317;72.61
2016-12-01 19:00:00;-142.67;5040;21877;9679;72.69
2016-12-01 20:00:00;-193.07;5041;21766;8911;72.01
2016-12-01 21:00:00;-1180.11;5039;21355;7556;69.65
2016-12-01 22:00:00;-1351.93;5037;19951;6088;68.42
2016-12-01 23:00:00;-181.93;5039;17058.5;5689.5;69.28
2016-12-02 00:00:00;-722.42;5042;16368;5411;66.6
2016-12-02 01:00:00;-936.99;5043;15914;4991;62.48
2016-12-02 02:00:00;-1.62;5049;15398.5;3955.5;55.73
2016-12-02 03:00:00;-274.69;5063;15641;3739;55.23
2016-12-02 04:00:00;-1788.56;5062;16719.5;4893.5;61.19
2016-12-02 05:00:00;-1940.82;5061;17864;6145;67.6
2016-12-02 06:00:00;-860.79;5061;19557;7398;69.63
2016-12-02 07:00:00;25.53;5061;20511;8253;71.61
2016-12-02 08:00:00;-612.76;5061;21721.5;8631.5;69.41
2016-12-02 09:00:00;-810.09;5060;21734.5;8661.5;69.25
2016-12-02 10:00:00;-650.69;5060;21424.5;8632.5;68.25
2016-12-02 11:00:00;-796.34;5061;21193.5;8646.5;67.44
2016-12-02 12:00:00;9.24;5061;20834.5;7810.5;67.78
2016-12-02 13:00:00;-198.45;5062;20416;7345;66.7
2016-12-02 14:00:00;-565.13;5061;20513.5;7101.5;67.83
2016-12-02 15:00:00;-1433.93;5060;21019;7469;68.56
2016-12-02 16:00:00;-992.47;5061;21360;7469;68.81
2016-12-02 17:00:00;-33.35;5060;21422.5;8518.5;70
2016-12-02 18:00:00;-21.64;5060;21350.5;8852.5;70
2016-12-02 19:00:00;331.93;5061;21494;8286;69.69
2016-12-02 20:00:00;2511.56;5062;21204;5574;65
2016-12-02 21:00:00;1553.17;5062;19950;5377;63.98
2016-12-02 22:00:00;871.72;5061;18762;4948;62.18
2016-12-02 23:00:00;917.69;5061;16065.5;6017.5;68.41
2016-12-03 00:00:00;2117.57;5060;13992;5093;59.36
2016-12-03 01:00:00;2828.92;5061;13171.5;3994.5;51.1
2016-12-03 02:00:00;2703.57;5061;12626;4010;50
2016-12-03 03:00:00;2874.12;5062;11992;3866;49.5
2016-12-03 04:00:00;2945.28;5062;11848.5;3958.5;49.18
2016-12-03 05:00:00;3089.84;5062;12012.5;4365.5;50
2016-12-03 06:00:00;2642.26;5061;13035.5;4791.5;53
2016-12-03 07:00:00;2343.44;5060;12725;6733;58.41
2016-12-03 08:00:00;2987.8;5059;12705;8384;62.2
2016-12-03 09:00:00;3088.11;5059;12952;9912;66.57
2016-12-03 10:00:00;4179.46;5060;12596.5;9430.5;59.58
2016-12-03 11:00:00;3706.18;5060;12251.5;9959.5;60.23
2016-12-03 12:00:00;4870.9;5060;12067;9187;57.71
2016-12-03 13:00:00;4795.79;5059;11752.5;9149.5;52.2
2016-12-03 14:00:00;4003.9;5060;11663;9134;50.33
2016-12-03 15:00:00;2703.27;5059;12021.5;9162.5;52
2016-12-03 16:00:00;1022.65;5056;12401;10299;60.07
2016-12-03 17:00:00;875.89;5057;12960;12152;67.08
2016-12-03 18:00:00;819.27;5059;12713;12850;68.33
2016-12-03 19:00:00;2096.5;5061;12295;12201;61.23
2016-12-03 20:00:00;3519.8;5062;11894.5;11073.5;54.81
2016-12-03 21:00:00;2996.18;5062;11190;10711;53
2016-12-03 22:00:00;1870.77;5060;10437;10681;50.1
2016-12-03 23:00:00;740.92;5059;9801.5;10717.5;48.73
2016-12-04 00:00:00;183.84;5059;9720;10385;44.41
2016-12-04 01:00:00;1342.03;5058;9093;9510;42.37
2016-12-04 02:00:00;1906.51;5060;8264.5;9380.5;36.35
2016-12-04 03:00:00;2181.34;5058;8072.5;9266.5;35.2
2016-12-04 04:00:00;2382.65;5058;7919;9167;35.38
2016-12-04 05:00:00;2665.06;5057;7809.5;9402.5;36.52
2016-12-04 06:00:00;3130.88;5057;7687.5;9652.5;41.55
2016-12-04 07:00:00;3227.86;5057;7973.5;9783.5;42.37
2016-12-04 08:00:00;2744.16;5055;8740.5;10061.5;44.25
2016-12-04 09:00:00;2868.63;5056;9197.5;10210.5;46.77
2016-12-04 10:00:00;3084.88;5056;9706.5;10241.5;48
2016-12-04 11:00:00;3449.9;5051;9781;10192;48.1
2016-12-04 12:00:00;4100.52;5043;10033;9878;49.6
2016-12-04 13:00:00;4428.86;5038;9737.5;9616.5;49.81
2016-12-04 14:00:00;3555.81;5039;9720;9103;49.33
2016-12-04 15:00:00;3370.95;5040;9831.5;8350.5;47.97
2016-12-04 16:00:00;3451.55;5040;10043.5;8469.5;50.1
2016-12-04 17:00:00;4597.15;5045;9987;9404;58.23
2016-12-04 18:00:00;4603.42;5052;10087;10061;60.64
2016-12-04 19:00:00;5120.33;5052;9853;10464;63.05
2016-12-04 20:00:00;4665.65;5052;10041;10959;64.99
2016-12-04 21:00:00;4341.86;5049;9809.5;10337.5;61.69
2016-12-04 22:00:00;3553.07;5044;9699;9164;55
2016-12-04 23:00:00;1952.68;5043;9275;8730;49.57
2016-12-05 00:00:00;1728.69;5043;8791.5;8436.5;44.81
2016-12-05 01:00:00;1778.38;5048;8837;8018;44.06
2016-12-05 02:00:00;1871.84;5051;8502;7765;44
2016-12-05 03:00:00;1803.74;5051;8782;7629;43.61
2016-12-05 04:00:00;1710.79;5052;9503.5;7508.5;44.25
2016-12-05 05:00:00;324.95;5050;11450;7883;53
2016-12-05 06:00:00;-128.97;5038;14336.5;9098.5;66.57
2016-12-05 07:00:00;-431.41;5037;16024;10121;68.56
2016-12-05 08:00:00;-632.49;5036;17328;10641;67.63
2016-12-05 09:00:00;-1014.62;5036;17891;11182;68.31
2016-12-05 10:00:00;-603.85;5036;18060;10557;66.57
2016-12-05 11:00:00;-230.17;5034;17817.5;9966.5;65.02
2016-12-05 12:00:00;949.17;5033;17605.5;8912.5;63.2
2016-12-05 13:00:00;804.31;5032;17452.5;8241.5;63.67
2016-12-05 14:00:00;-1048.9;5030;17865.5;9079.5;66
2016-12-05 15:00:00;-1405.39;5030;18132.5;9067.5;67.63
2016-12-05 16:00:00;-1326.79;5031;18410.5;9415.5;68.56
2016-12-05 17:00:00;-941.81;5041;18477;10680;70.59
2016-12-05 18:00:00;-656.16;5043;18634;10437;71.71
2016-12-05 19:00:00;1052.77;5056;18158;8996;70.15
2016-12-05 20:00:00;3253.56;5061;17845;6569;65.76
2016-12-05 21:00:00;2167.6;5058;17637.5;5808.5;63.69
2016-12-05 22:00:00;697.05;5055;16722.5;5511.5;62.42
2016-12-05 23:00:00;1613.77;5055;14363;5225;63.69
2016-12-06 00:00:00;1870.24;5056;12954.5;3961.5;60.23
2016-12-06 01:00:00;2049.63;5055;12335;3966;57.71
2016-12-06 02:00:00;1678.87;5057;12248.5;3843.5;53.15
2016-12-06 03:00:00;1873.43;5059;12082;3825;51.97
2016-12-06 04:00:00;1856.95;5060;12495.5;3813.5;52.2
2016-12-06 05:00:00;-340.18;5058;13669.5;4915.5;61.91
2016-12-06 06:00:00;-1408.39;5059;15336.5;5512.5;66.43
2016-12-06 07:00:00;-1054.5;5058;16024.5;5247.5;64.99
2016-12-06 08:00:00;-1193.53;5059;16964.5;6109.5;65.31
2016-12-06 09:00:00;-1369.22;5059;17160;7777;67
2016-12-06 10:00:00;-1449;5059;17007;8492;66.91
2016-12-06 11:00:00;-1162.43;5061;17265;7768;65.61
2016-12-06 12:00:00;-1366.12;5060;17321.5;8017.5;65.42
2016-12-06 13:00:00;-1407.25;5059;16991;7889;66.1
2016-12-06 14:00:00;-2555.25;5054;17096;7771;66.57
2016-12-06 15:00:00;-2426.73;5051;17032;7069;66.57
2016-12-06 16:00:00;-2123.68;5051;17319.5;7048.5;68.37
2016-12-06 17:00:00;-1156.16;5049;17687;8195;71.71
2016-12-06 18:00:00;-883.02;5051;18019.5;8494.5;72.88
2016-12-06 19:00:00;347.96;5053;17753;8346;70.21
2016-12-06 20:00:00;2897.1;5057;17128.5;6286.5;66
2016-12-06 21:00:00;3202.33;5056;16249;5476;65.26
2016-12-06 22:00:00;2466.31;5058;15401.5;4849.5;62.1
2016-12-06 23:00:00;2685.35;5058;12880.5;4569.5;64.99
2016-12-07 00:00:00;1994.61;5060;12447.5;4225.5;59.58
2016-12-07 01:00:00;1867.98;5061;12415;3823;52.2
2016-12-07 02:00:00;1683.61;5062;12221.5;3780.5;50.19
2016-12-07 03:00:00;1088.25;5062;12668.5;3823.5;50.19
2016-12-07 04:00:00;1554.61;5063;12591.5;4001.5;52
2016-12-07 05:00:00;1747.53;5062;13528.5;4854.5;59.58
2016-12-07 06:00:00;1559.62;5062;15044.5;7134.5;69.94
2016-12-07 07:00:00;2009.25;5063;16242;8045;70
2016-12-07 08:00:00;1602.47;5060;17211.5;8727.5;69.08
2016-12-07 09:00:00;2050.63;5063;17290.5;8579.5;68.33
2016-12-07 10:00:00;2153.41;5062;17237.5;8250.5;66.05
2016-12-07 11:00:00;2124.36;5062;17066;8155;65
2016-12-07 12:00:00;2396.59;5062;17009.5;7876.5;64.99
2016-12-07 13:00:00;2210;5063;16325.5;7753.5;64.1
2016-12-07 14:00:00;1987.19;5065;16040;7728;63.1
2016-12-07 15:00:00;1433.1;5064;16751;7406;65.08
2016-12-07 16:00:00;824.71;5054;17085.5;8564.5;69.46
2016-12-07 17:00:00;1145.96;5051;17319.5;10192.5;71.01
2016-12-07 18:00:00;1947.14;5059;17233;9654;70
2016-12-07 19:00:00;3649.41;5062;17289.5;7685.5;68.22
2016-12-07 20:00:00;4353.05;5063;16768.5;6896.5;64.99
2016-12-07 21:00:00;4169.2;5061;15657;5820;58.98
2016-12-07 22:00:00;3165.97;5058;14698.5;5458.5;56.79
2016-12-07 23:00:00;2880.95;5055;13008;5709;54.69
2016-12-08 00:00:00;2077.63;5055;11929;5852;49.92
2016-12-08 01:00:00;1720.41;5054;10937.5;6097.5;46.35
2016-12-08 02:00:00;1724.9;5055;10684.5;6315.5;44.3
2016-12-08 03:00:00;1806.42;5057;10326.5;6618.5;44.06
2016-12-08 04:00:00;1242.44;5058;10581.5;6760.5;44.98
2016-12-08 05:00:00;563.52;5057;11248;6519;49.96
2016-12-08 06:00:00;201.14;5057;12409.5;6606.5;57.71
2016-12-08 07:00:00;507.8;5057;12368.5;6997.5;59.2
2016-12-08 08:00:00;1742.64;5058;12211.5;7641.5;57.71
2016-12-08 09:00:00;2748.61;5060;11760;8526;57.22
2016-12-08 10:00:00;2905.47;5060;11603.5;8862.5;55.06
2016-12-08 11:00:00;2613.02;5061;11641;8831;52.86
2016-12-08 12:00:00;2982.12;5063;11314;8947;52.2
2016-12-08 13:00:00;2930;5061;11113.5;9017.5;51.03
2016-12-08 14:00:00;2811.23;5062;10602;8820;50.14
2016-12-08 15:00:00;2292.64;5060;11127;8334;51.63
2016-12-08 16:00:00;1518.57;5059;12060;8777;60
2016-12-08 17:00:00;2099.11;5061;12396.5;9923.5;68.02
2016-12-08 18:00:00;2831.04;5062;12301.5;9818.5;66.55
2016-12-08 19:00:00;4447.89;5061;11981.5;9241.5;63.03
2016-12-08 20:00:00;5073.26;5061;12044;8608;58.12
2016-12-08 21:00:00;4297.64;5060;11812.5;8421.5;55.95
2016-12-08 22:00:00;2540.79;5060;11677.5;8260.5;51.54
2016-12-08 23:00:00;1279.6;5058;11229;8084;49.25
2016-12-09 00:00:00;204.85;5057;10606.5;8234.5;47.08
2016-12-09 01:00:00;169.24;5058;10170.5;8430.5;44.99
2016-12-09 02:00:00;1102.2;5060;9710;8374;44.06
2016-12-09 03:00:00;1068.53;5059;9555;8432;41.84
2016-12-09 04:00:00;193.72;5060;10241.5;8374.5;44.99
2016-12-09 05:00:00;481.48;5059;10945;8470;50
2016-12-09 06:00:00;1271.21;5058;12118.5;9281.5;60.37
2016-12-09 07:00:00;2639.82;5058;12724;9379;62.51
2016-12-09 08:00:00;3108.21;5058;13089.5;9965.5;62.48
2016-12-09 09:00:00;2758.29;5059;13438.5;10469.5;60.7
2016-12-09 10:00:00;2563.23;5059;13454;10509;58.23
2016-12-09 11:00:00;3057.67;5059;12605.5;10476.5;55.34
2016-12-09 12:00:00;3063.04;5059;12743.5;10635.5;55.04
2016-12-09 13:00:00;2810.2;5057;12680.5;10358.5;55.07
2016-12-09 14:00:00;2929.63;5056;12640.5;9734.5;55.98
2016-12-09 15:00:00;3115.97;5055;13061.5;8854.5;56.35
2016-12-09 16:00:00;2461.06;5055;13462;9582;66
2016-12-09 17:00:00;2987.22;5055;13737;10582;68.33
2016-12-09 18:00:00;3861.29;5056;13420.5;10401.5;66
2016-12-09 19:00:00;5086.26;5057;13182;9501;62.69
2016-12-09 20:00:00;5189.25;5058;12946.5;9107.5;60.7
2016-12-09 21:00:00;4999.11;5057;12398;7799;57.1
2016-12-09 22:00:00;3537.74;5058;12037.5;7452.5;52.95
2016-12-09 23:00:00;3090.02;5059;11063;7251;53
2016-12-10 00:00:00;1962.46;5043;10716.5;7073.5;48.69
2016-12-10 01:00:00;1673.08;4999;10397;6986;46.72
2016-12-10 02:00:00;1535.9;4877;10088;6840;45.25
2016-12-10 03:00:00;2254.32;4673;9821;6776;44.75
2016-12-10 04:00:00;2598.26;4500;9925.5;6532.5;44.95
2016-12-10 05:00:00;2371.36;4496;10704.5;6319.5;46.4
2016-12-10 06:00:00;2483.32;4516;11908.5;6001.5;50.6
2016-12-10 07:00:00;3686.36;4523;11815;5822;54.29
2016-12-10 08:00:00;4853.24;4524;12040;6362;59.26
2016-12-10 09:00:00;5035.8;4533;12358;7532;62.48
2016-12-10 10:00:00;4444.39;4543;11923.5;8464.5;62.1
2016-12-10 11:00:00;3536.58;4552;11860.5;9007.5;60.15
2016-12-10 12:00:00;3972.2;4562;11801.5;8897.5;61.19
2016-12-10 13:00:00;3860.44;4573;11939.5;8412.5;60.98
2016-12-10 14:00:00;3201.69;4584;12150.5;7690.5;59.7
2016-12-10 15:00:00;3334.71;4591;12180.5;6785.5;60.07
2016-12-10 16:00:00;4162.92;4604;12287.5;6430.5;62.51
2016-12-10 17:00:00;4641.34;4618;12999.5;7757.5;67.9
2016-12-10 18:00:00;4492.53;4629;13229.5;8362.5;68.33
2016-12-10 19:00:00;4609.24;4641;13330.5;8571.5;68.56
2016-12-10 20:00:00;4465.88;4653;13348;8448;68.1
2016-12-10 21:00:00;4516.8;4665;13250;7040;66.69
2016-12-10 22:00:00;3791.1;4676;13138.5;6015.5;63.72
2016-12-10 23:00:00;3097.58;4688;12568;5385;65
2016-12-11 00:00:00;2386.69;4699;11663.5;5067.5;62.39
2016-12-11 01:00:00;1544.42;4707;11573;4825;58.23
2016-12-11 02:00:00;1890.31;4718;11189.5;4600.5;54.69
2016-12-11 03:00:00;1371.53;4729;11437;4585;51.5
2016-12-11 04:00:00;1330.8;4741;11089;4587;51.49
2016-12-11 05:00:00;1420.35;4754;11555.5;4574.5;48.55
2016-12-11 06:00:00;1428.23;4766;12173.5;4466.5;51.68
2016-12-11 07:00:00;1509.44;4773;12323.5;4546.5;53.35
2016-12-11 08:00:00;1990.83;4783;12812;5445;58.58
2016-12-11 09:00:00;2353.95;4794;13213;6635;62.48
2016-12-11 10:00:00;1870.61;4804;13239;7509;62.69
2016-12-11 11:00:00;1732.24;4813;13038.5;7453.5;62.51
2016-12-11 12:00:00;1795.27;4822;13267.5;7493.5;63.65
2016-12-11 13:00:00;1836.81;4833;13342;7478;62.55
