"Datum (UTC)";"Import Saldo";"Kernenergie";"Nicht Erneuerbar";"Erneuerbar";"Day Ahead Auktion (ES)"
2018-05-12 02:00:00;3207.13;4639;6314.5;8485.5;55
2018-05-12 03:00:00;3434.93;4651;6233.5;8591.5;52.46
2018-05-12 04:00:00;3442.91;4656;6150;9019;51.97
2018-05-12 05:00:00;3403.52;4657;6000.5;9445.5;51.97
2018-05-12 06:00:00;4107.21;4663;6388.5;10169.5;52.46
2018-05-12 07:00:00;4634.4;4661;6116;11619;53.36
2018-05-12 08:00:00;4905.42;4669;6164;13026;50.68
2018-05-12 09:00:00;4451;4692;5875;14491;46.13
2018-05-12 10:00:00;3552.55;4722;5602.5;15790.5;42.49
2018-05-12 11:00:00;2633.06;4743;5459.5;17335.5;38.05
2018-05-12 12:00:00;2049.3;4751;5546.5;17957.5;36.4
2018-05-12 13:00:00;930.58;4740;5136;18796;28.07
2018-05-12 14:00:00;-266.8;4729;5181.5;19485.5;27.69
2018-05-12 15:00:00;-881.6;4736;5027;19807;26.09
2018-05-12 16:00:00;-511.29;4743;4973.5;19667.5;27.94
2018-05-12 17:00:00;317.52;4744;5079.5;19328.5;31.99
2018-05-12 18:00:00;740.01;4754;5140;18583;36.2
2018-05-12 19:00:00;2110.32;4766;5015;17126;38.55
2018-05-12 20:00:00;1707.31;4792;5308.5;16505.5;39.9
2018-05-12 21:00:00;448.73;4825;5597.5;15873.5;38.05
2018-05-12 22:00:00;583.67;4851;6090;14572;36
2018-05-12 23:00:00;535.04;4884;6177.5;13200.5;34.76
2018-05-13 00:00:00;637.66;4930;5642;12605;34.5
2018-05-13 01:00:00;436.1;4982;5500;12405;33.49
2018-05-13 02:00:00;399.34;5031;5526.5;11770.5;34.05
2018-05-13 03:00:00;491.62;5064;5862;11105;34.05
2018-05-13 04:00:00;705.99;5093;5838;10866;34.27
2018-05-13 05:00:00;697.47;5114;5774.5;10649.5;31.77
2018-05-13 06:00:00;721.5;5141;5893.5;11178.5;34.05
2018-05-13 07:00:00;541.85;5178;5744.5;13203.5;34.5
2018-05-13 08:00:00;439.24;5199;5289;15483;34.5
2018-05-13 09:00:00;511.53;5223;5266.5;16364.5;34.76
2018-05-13 10:00:00;516.27;5265;5305.5;16835.5;34.76
2018-05-13 11:00:00;631.33;5317;5195.5;17214.5;34.61
2018-05-13 12:00:00;430.11;5358;5453.5;17458.5;34.5
2018-05-13 13:00:00;373.67;5379;5087.5;17344.5;22.45
2018-05-13 14:00:00;349.72;5404;5075.5;16790.5;15
2018-05-13 15:00:00;144.29;5423;5213.5;16414.5;15
2018-05-13 16:00:00;558.16;5446;5542;15397;17.48
2018-05-13 17:00:00;697.86;5469;5506;15485;34.05
2018-05-13 18:00:00;1482.88;5491;5553;14524;36.56
2018-05-13 19:00:00;2301.04;5515;6301.5;13869.5;55.16
2018-05-13 20:00:00;2297.89;5523;6806.5;13342.5;56.18
2018-05-13 21:00:00;2193.82;5521;6757;11530;55.02
2018-05-13 22:00:00;2481.15;5524;6262.5;9943.5;55.62
2018-05-13 23:00:00;2106.09;5530;5999.5;9381.5;50.97
2018-05-14 00:00:00;1760.25;5536;6314.5;8936.5;45.73
2018-05-14 01:00:00;1666.79;5564;6242.5;8614.5;44.15
2018-05-14 02:00:00;2036.17;5594;5986;8419;44.27
2018-05-14 03:00:00;2532.27;5623;5897;8619;45.79
2018-05-14 04:00:00;3618.86;5652;6043;8796;53.74
2018-05-14 05:00:00;4561.47;5680;7026;9511;54.92
2018-05-14 06:00:00;4207.53;5701;7167;12201;58.01
2018-05-14 07:00:00;4219.65;5724;6950.5;13779.5;55.83
2018-05-14 08:00:00;3502.01;5728;6942;15252;53.71
2018-05-14 09:00:00;3101.5;5727;7080.5;15818.5;52.62
2018-05-14 10:00:00;3268.73;5723;6887.5;16111.5;53.71
2018-05-14 11:00:00;3099.78;5721;6823;16325;53.59
2018-05-14 12:00:00;2705.9;5725;6519.5;16123.5;53.71
2018-05-14 13:00:00;2216.47;5730;6633.5;16017.5;52.62
2018-05-14 14:00:00;2636.09;5732;6158.5;15567.5;52.47
2018-05-14 15:00:00;2605.9;5732;6172.5;15269.5;52.49
2018-05-14 16:00:00;2386.28;5732;6142;15140;52
2018-05-14 17:00:00;2900;5755;6237.5;14686.5;51.47
2018-05-14 18:00:00;2957.76;5786;7175.5;14210.5;55
2018-05-14 19:00:00;2970;5817;7679;15166;57.35
2018-05-14 20:00:00;2614.74;5849;7487.5;14277.5;55.5
2018-05-14 21:00:00;2479.83;5878;7080;12387;51.84
2018-05-14 22:00:00;1943.64;5902;6572.5;11952.5;50.12
2018-05-14 23:00:00;1145.73;5906;6387.5;11346.5;45.88
2018-05-15 00:00:00;678.71;5902;6222;11085;40
2018-05-15 01:00:00;877.76;5909;5992;10960;36.65
2018-05-15 02:00:00;1046.18;5937;6000;10777;36.6
2018-05-15 03:00:00;1132.37;5966;6173;10612;39.98
2018-05-15 04:00:00;2119.94;5984;5947;10931;47.5
2018-05-15 05:00:00;1735.73;5984;7271.5;11887.5;54.6
2018-05-15 06:00:00;886.26;5982;7742;14528;58.6
2018-05-15 07:00:00;1129.99;5984;7440;15671;57.01
2018-05-15 08:00:00;2266.89;5987;7215.5;15462.5;55
2018-05-15 09:00:00;2627.25;5986;6848.5;15895.5;54.92
2018-05-15 10:00:00;2358.86;5982;6934.5;16278.5;55
2018-05-15 11:00:00;2132.97;5987;7042.5;16355.5;53.87
2018-05-15 12:00:00;1702.86;5990;6835.5;16079.5;52.47
2018-05-15 13:00:00;1057.68;5987;6685;16145;51.37
2018-05-15 14:00:00;976.76;5986;6380.5;16236.5;50.63
2018-05-15 15:00:00;1029.56;5987;6448.5;16298.5;50
2018-05-15 16:00:00;618.78;5985;6547;16163;47.9
2018-05-15 17:00:00;966.75;5982;6835.5;15508.5;50
2018-05-15 18:00:00;2632.05;5981;6944;14826;52
2018-05-15 19:00:00;3111.26;5975;7425.5;15407.5;56.16
2018-05-15 20:00:00;2346.61;5975;7386;14908;52.49
2018-05-15 21:00:00;1570.29;5979;6872.5;13443.5;47.76
2018-05-15 22:00:00;1306.55;5981;6233.5;13135.5;46.76
2018-05-15 23:00:00;497.96;5982;6173.5;12572.5;40
2018-05-16 00:00:00;383.64;5982;5653;12451;38
2018-05-16 01:00:00;1038.65;5984;5721.5;12127.5;36.87
2018-05-16 02:00:00;801.27;5988;5865;12045;38
2018-05-16 03:00:00;989.84;5989;5884;11775;39.9
2018-05-16 04:00:00;2422.15;5989;5846.5;11833.5;46.78
2018-05-16 05:00:00;3802.15;5985;6351.5;12427.5;55.01
2018-05-16 06:00:00;3576.54;5985;6589;14360;57.67
2018-05-16 07:00:00;3641.49;5983;6431;15348;57.12
2018-05-16 08:00:00;3307.23;5983;6490.5;16235.5;55.55
2018-05-16 09:00:00;2860.65;5982;6678.5;17037.5;56.23
2018-05-16 10:00:00;3497.4;5984;6569.5;16890.5;56.97
2018-05-16 11:00:00;3526.15;5983;6579;16903;56.97
2018-05-16 12:00:00;3152.04;5984;6489.5;16276.5;56.23
2018-05-16 13:00:00;2982.47;5984;6639;15659;56.4
2018-05-16 14:00:00;3121.48;5983;6589.5;15333.5;56.4
2018-05-16 15:00:00;3101.19;5983;6463;15200;56.35
2018-05-16 16:00:00;2878.89;5982;6543;14986;55.23
2018-05-16 17:00:00;3156.03;5981;6541;14710;54.5
2018-05-16 18:00:00;3535.08;5980;6873.5;14410.5;56.4
2018-05-16 19:00:00;3730.41;5983;6989;15288;57.57
2018-05-16 20:00:00;2692.7;5986;7148.5;14776.5;55.72
2018-05-16 21:00:00;1910.17;5987;7202;13122;49.01
2018-05-16 22:00:00;1702.94;5987;6733.5;12304.5;48.02
2018-05-16 23:00:00;1247.5;5989;6291;12014;46
2018-05-17 00:00:00;990.26;5991;6136.5;11681.5;44.44
2018-05-17 01:00:00;1146.44;5991;6162.5;11091.5;44.44
2018-05-17 02:00:00;1946.54;5993;6260.5;10345.5;44.88
2018-05-17 03:00:00;2648.07;5994;6490.5;9516.5;47.49
2018-05-17 04:00:00;3378.73;5993;7052.5;9478.5;50.79
2018-05-17 05:00:00;4561.59;5989;7341;9985;56.05
2018-05-17 06:00:00;5246.48;5986;6807.5;11923.5;57.03
2018-05-17 07:00:00;4665.59;5984;6635;13747;57.72
2018-05-17 08:00:00;4214.39;5981;6839;14357;56.97
2018-05-17 09:00:00;3972.26;5991;6867.5;14749.5;57.49
2018-05-17 10:00:00;3957.95;5993;6869;15219;58.45
2018-05-17 11:00:00;3900.42;5993;6943;15302;58.37
2018-05-17 12:00:00;3546.65;5988;6843.5;14731.5;57.46
2018-05-17 13:00:00;3247.09;5997;6834;14450;57.03
2018-05-17 14:00:00;3030.35;6003;6621.5;14562.5;57.12
2018-05-17 15:00:00;3068.46;6004;6635;14504;56.97
2018-05-17 16:00:00;3218.84;6003;6546.5;14708.5;56.69
2018-05-17 17:00:00;3622.45;6004;6688;14461;56.05
2018-05-17 18:00:00;3820.74;6003;6995;14088;56.69
2018-05-17 19:00:00;4391.88;6004;7130;14241;58.22
2018-05-17 20:00:00;3911;6006;7240;13033;56.79
2018-05-17 21:00:00;3136.3;6008;7299;11297;55
2018-05-17 22:00:00;2651.78;6007;7382.5;10289.5;55.11
2018-05-17 23:00:00;2086.38;6009;7408;9366;51.9
2018-05-18 00:00:00;2181.87;6010;7361.5;8769.5;49.84
2018-05-18 01:00:00;2293.92;6010;7201;8496;49.1
2018-05-18 02:00:00;2373.19;6010;7493.5;8058.5;49.93
2018-05-18 03:00:00;2349.07;6011;7515.5;8213.5;53.04
2018-05-18 04:00:00;3384.71;6011;7752.5;8194.5;57.06
2018-05-18 05:00:00;4654.11;6006;7924;8912;59.01
2018-05-18 06:00:00;4989.29;6005;7902;10746;59.69
2018-05-18 07:00:00;4935.51;6004;7612.5;12415.5;60
2018-05-18 08:00:00;4390.74;6001;7548.5;13503.5;59.63
2018-05-18 09:00:00;4323.7;5881;7432.5;14185.5;59.45
2018-05-18 10:00:00;4337.35;5713;7551;14768;59.45
2018-05-18 11:00:00;4377.11;5552;7746;14788;59.35
2018-05-18 12:00:00;4046.94;5385;7576.5;14166.5;59.01
2018-05-18 13:00:00;3655.34;5218;7487.5;14045.5;58.89
2018-05-18 14:00:00;3375.46;5150;7333;14031;59.21
2018-05-18 15:00:00;3380.37;5148;7452;13676;59.01
2018-05-18 16:00:00;3455.15;5149;7725;12923;59.01
2018-05-18 17:00:00;3744.87;5127;8225;12201;58.89
2018-05-18 18:00:00;3924.82;5058;8593.5;12242.5;59.45
2018-05-18 19:00:00;4384.4;5059;8945.5;12235.5;60.1
2018-05-18 20:00:00;2952.62;5060;9080;12503;59.52
2018-05-18 21:00:00;2795.87;5061;8855;10805;58
2018-05-18 22:00:00;2631.2;5062;8937;9440;61.3
2018-05-18 23:00:00;1643.93;5063;8663;9459;60.01
2018-05-19 00:00:00;1190.14;5064;8563.5;9136.5;59.63
2018-05-19 01:00:00;1325.96;5064;8479.5;8495.5;59.63
2018-05-19 02:00:00;1523.69;5065;8482.5;8240.5;59.59
2018-05-19 03:00:00;1707.8;5065;8549;7836;60.5
2018-05-19 04:00:00;2380.94;5065;8275;7262;60.01
2018-05-19 05:00:00;3050.74;5065;8140.5;6986.5;60.01
2018-05-19 06:00:00;4357.64;5064;7873.5;7297.5;59.63
2018-05-19 07:00:00;4495.95;5063;7637;9488;61.52
2018-05-19 08:00:00;4256.26;5067;7437.5;11231.5;61.7
2018-05-19 09:00:00;4101.51;5068;7340;11853;61.42
2018-05-19 10:00:00;3860.74;5067;7288.5;12342.5;61.3
2018-05-19 11:00:00;3762.52;5065;7351;12521;61.3
2018-05-19 12:00:00;3515.15;5064;7236;12064;61.18
2018-05-19 13:00:00;2721.42;5063;7208;11612;59.63
2018-05-19 14:00:00;2456.12;5062;6876.5;11521.5;58.65
2018-05-19 15:00:00;1476.2;5062;7410.5;11424.5;58.47
2018-05-19 16:00:00;2757.07;5058;6885.5;10527.5;58.6
2018-05-19 17:00:00;3232.6;5056;7425;9701;59.56
2018-05-19 18:00:00;3824.35;5056;7686.5;9472.5;60.5
2018-05-19 19:00:00;3825.77;5056;7559;11210;61.98
2018-05-19 20:00:00;3539.12;5057;7714;11142;61.71
2018-05-19 21:00:00;2352.07;5058;7989.5;10239.5;61.6
2018-05-19 22:00:00;2183.72;5058;7700;9013;60.5
2018-05-19 23:00:00;1680.96;5059;7907;8283;60.14
2018-05-20 00:00:00;1448.17;5059;7829;8093;59.97
2018-05-20 01:00:00;1561.31;5061;7934.5;7399.5;59.63
2018-05-20 02:00:00;1635.6;5062;8148;6955;59.45
2018-05-20 03:00:00;1580;5063;8222.5;6765.5;59.21
2018-05-20 04:00:00;1551.64;5062;8483;6138;57.67
2018-05-20 05:00:00;1758.52;5062;8008.5;5783.5;54.98
2018-05-20 06:00:00;2086.17;5063;7953;6475;56.35
2018-05-20 07:00:00;2426.55;5062;8614.5;7228.5;59.21
2018-05-20 08:00:00;2400.74;5062;8636.5;8350.5;59.63
2018-05-20 09:00:00;2334.32;5062;8867;8820;59.97
2018-05-20 10:00:00;1830.46;5059;8986.5;9456.5;59.97
2018-05-20 11:00:00;1791.17;5058;8993;10040;60
2018-05-20 12:00:00;1567.78;5057;8966;9867;60
2018-05-20 13:00:00;1389.43;5057;8853.5;9014.5;59.21
2018-05-20 14:00:00;1398.2;5057;8739;8575;57.33
2018-05-20 15:00:00;1472.6;5056;8862.5;8337.5;56.04
2018-05-20 16:00:00;2452.2;5055;8526;7755;55.5
2018-05-20 17:00:00;2417.9;5055;8743.5;7843.5;57.63
2018-05-20 18:00:00;2958.35;5053;9267.5;7949.5;59.45
2018-05-20 19:00:00;2095.18;5055;9916;10014;62.98
2018-05-20 20:00:00;1932.01;5055;10238;10136;63.01
2018-05-20 21:00:00;1494.77;5055;9908.5;8978.5;62.07
2018-05-20 22:00:00;1597.61;5057;9747;7616;59.63
2018-05-20 23:00:00;1078.51;5058;10090.5;6914.5;59.63
2018-05-21 00:00:00;1056.27;5059;10006.5;6399.5;59.45
2018-05-21 01:00:00;1130.97;5059;10087;5867;59.45
2018-05-21 02:00:00;1334.17;5059;10017.5;5624.5;59.63
2018-05-21 03:00:00;1294.56;5059;10177.5;6080.5;60
2018-05-21 04:00:00;1883.92;5058;10556.5;6663.5;61.8
2018-05-21 05:00:00;2703.98;5057;11237.5;7086.5;62.25
2018-05-21 06:00:00;3316.22;5058;12129;7744;64.09
2018-05-21 07:00:00;3708.5;5057;12432;8489;65
2018-05-21 08:00:00;3511.4;5057;12547;9201;64.62
2018-05-21 09:00:00;3210.7;5057;12784;9959;64.61
2018-05-21 10:00:00;3208.72;5059;12725;10615;64.62
2018-05-21 11:00:00;2942.49;5059;12657.5;10977.5;64.39
2018-05-21 12:00:00;2606.98;5055;12060;11035;64.09
2018-05-21 13:00:00;2060.25;5053;12264;10604;63.26
2018-05-21 14:00:00;2176.94;5052;12082;10415;63
2018-05-21 15:00:00;1718.7;5053;12110.5;10593.5;62.8
2018-05-21 16:00:00;2297.7;5053;12046;9668;61.3
2018-05-21 17:00:00;2938.04;5053;12237;9014;62.3
2018-05-21 18:00:00;3250.08;5053;12522;9178;64.01
2018-05-21 19:00:00;4171.06;5054;12586.5;9474.5;66
2018-05-21 20:00:00;2657.49;5055;12516.5;9617.5;65
2018-05-21 21:00:00;1910.68;5055;11945;8322;63.5
2018-05-21 22:00:00;2749.83;5055;11360;6585;65.1
2018-05-21 23:00:00;2118.11;5056;11028.5;6419.5;65
2018-05-22 00:00:00;1727.17;5055;10915.5;6163.5;64.62
2018-05-22 01:00:00;1521.39;5056;10897.5;6012.5;64.2
2018-05-22 02:00:00;2146.46;5057;10683.5;5558.5;64.01
2018-05-22 03:00:00;2523.71;5057;10596;5593;64.3
2018-05-22 04:00:00;2870.42;5057;11155;6248;64.62
2018-05-22 05:00:00;3802.32;5057;12052;6787;63.56
2018-05-22 06:00:00;3613.62;5056;12570.5;8898.5;63.36
2018-05-22 07:00:00;3772.64;5057;12539;9768;64.01
2018-05-22 08:00:00;3312.45;5056;12529.5;10659.5;63
2018-05-22 09:00:00;3592.27;5056;12543;11047;62.47
2018-05-22 10:00:00;3658.86;5054;12504;11448;62.69
2018-05-22 11:00:00;3923.16;5052;12491.5;11243.5;63.16
2018-05-22 12:00:00;3888.02;5052;12082;10791;62.7
2018-05-22 13:00:00;3449.96;5051;11950.5;10815.5;62.47
2018-05-22 14:00:00;3366;5052;12037.5;10573.5;62.47
2018-05-22 15:00:00;2685.67;5053;12602;10517;62.47
2018-05-22 16:00:00;2708.86;5051;12951;9907;62.26
2018-05-22 17:00:00;3308.91;5053;13080;9160;62.47
2018-05-22 18:00:00;3567.59;5050;13134;9239;63.16
2018-05-22 19:00:00;4080.83;5051;13424.5;9150.5;64.69
2018-05-22 20:00:00;3325.06;5051;13219.5;8874.5;63.56
2018-05-22 21:00:00;1664.76;5052;12112.5;8848.5;62.29
2018-05-22 22:00:00;1774.91;5052;11154;8319;64.21
2018-05-22 23:00:00;820.62;5053;10941;8036;64.22
2018-05-23 00:00:00;716.25;5053;10993;7179;63.69
2018-05-23 01:00:00;790.26;5054;10944;6810;63.5
2018-05-23 02:00:00;979.11;5054;11040.5;6428.5;63.79
2018-05-23 03:00:00;1165.34;5055;10900.5;6759.5;64.22
2018-05-23 04:00:00;1679.87;5057;11932;6986;65
2018-05-23 05:00:00;2379.32;5055;12827;7803;64.64
2018-05-23 06:00:00;2610.64;5054;13674.5;8860.5;65.99
2018-05-23 07:00:00;3008.42;5054;13569;9901;66.01
2018-05-23 08:00:00;2693.49;5053;13232.5;11139.5;65.88
2018-05-23 09:00:00;2512.39;5054;13288.5;11679.5;65.59
2018-05-23 10:00:00;2773.45;5052;13409.5;11928.5;65.89
2018-05-23 11:00:00;2969.19;5051;13507.5;11785.5;65.88
2018-05-23 12:00:00;2618.97;5051;13615.5;11078.5;64.89
2018-05-23 13:00:00;2208.62;5051;13557;10805;64.49
2018-05-23 14:00:00;2039.99;5047;13583.5;10663.5;64.79
2018-05-23 15:00:00;1730.36;5049;13704.5;10663.5;64.49
2018-05-23 16:00:00;2164.35;5046;13741;9694;64.22
2018-05-23 17:00:00;2491.59;5045;13994;9197;64.63
2018-05-23 18:00:00;3104.96;5045;14247;8913;65.03
2018-05-23 19:00:00;3613.55;5045;14234.5;9002.5;66.64
2018-05-23 20:00:00;3142.13;5047;14040.5;8243.5;65.1
2018-05-23 21:00:00;2380.03;5048;12634;7836;65
2018-05-23 22:00:00;3032.65;5051;11350.5;7027.5;66.45
2018-05-23 23:00:00;2475.72;5051;10931;6743;65.96
2018-05-24 00:00:00;1836.95;5051;10782;6780;64.97
2018-05-24 01:00:00;1738.87;5052;10684;6495;64.64
2018-05-24 02:00:00;1577.67;5052;10770;6459;64.63
2018-05-24 03:00:00;1745.98;5053;10747;6586;64.65
2018-05-24 04:00:00;2243.25;5052;11386;7059;65
2018-05-24 05:00:00;3292.16;5051;12191.5;7217.5;64.97
2018-05-24 06:00:00;3480.04;5051;12888;8623;65.01
2018-05-24 07:00:00;3668.11;5049;12921.5;9746.5;65.96
2018-05-24 08:00:00;3449.37;5048;13030.5;10609.5;65
2018-05-24 09:00:00;3324.35;5031;13131;11145;64.65
2018-05-24 10:00:00;3201.04;5034;13463.5;11371.5;64.63
2018-05-24 11:00:00;3546.7;5041;12608.5;11899.5;64.52
2018-05-24 12:00:00;3052.14;5044;12529;11610;63.47
2018-05-24 13:00:00;2173.95;5044;12523.5;11918.5;62.03
2018-05-24 14:00:00;1609.25;5041;12522.5;12309.5;60.34
2018-05-24 15:00:00;1432.59;5041;12540.5;12399.5;60.68
2018-05-24 16:00:00;1378.63;5043;12560.5;12092.5;61.36
2018-05-24 17:00:00;1642.3;5044;12739;11585;63.34
2018-05-24 18:00:00;1927.43;5045;12713;11427;64.45
2018-05-24 19:00:00;2670.69;5045;12659.5;11213.5;64.99
2018-05-24 20:00:00;2319.73;5046;12404;11162;64.45
2018-05-24 21:00:00;1363.74;5046;11462;10655;64.01
2018-05-24 22:00:00;1569.88;5046;10659;10145;64.63
2018-05-24 23:00:00;1133.74;5050;10065;9591;64.49
2018-05-25 00:00:00;1390.44;5051;9775.5;8855.5;63.49
2018-05-25 01:00:00;1420.79;5051;9476;8252;63.47
2018-05-25 02:00:00;1262.74;5050;9571;8596;63.47
2018-05-25 03:00:00;1310.51;5051;9848.5;8613.5;64.21
2018-05-25 04:00:00;1654.46;5050;10343;9077;64.84
2018-05-25 05:00:00;2048.3;5050;11400;9731;64.79
2018-05-25 06:00:00;2372.59;5050;12484;10266;65.88
2018-05-25 07:00:00;2782.35;5051;12916.5;10865.5;66.71
2018-05-25 08:00:00;2991.83;5051;13045.5;11250.5;66.7
2018-05-25 09:00:00;2215.9;5051;13007.5;12601.5;65.96
2018-05-25 10:00:00;2019.16;5051;12985;13216;65.52
2018-05-25 11:00:00;2162.96;5056;12951.5;12884.5;65
2018-05-25 12:00:00;1271.87;5056;12855;12778;64.45
2018-05-25 13:00:00;1455.08;5055;12906.5;11771.5;63.43
2018-05-25 14:00:00;1267.49;5053;13066.5;11414.5;62.95
2018-05-25 15:00:00;989.49;5051;13173;11249;62.03
2018-05-25 16:00:00;1021.97;5052;13404;10449;63.43
2018-05-25 17:00:00;966.05;5052;13800.5;9954.5;64.49
2018-05-25 18:00:00;1516.52;5052;14243;9223;64.99
2018-05-25 19:00:00;1874.85;5053;14310.5;9350.5;67.05
2018-05-25 20:00:00;1023.16;5053;14340;9185;66.1
2018-05-25 21:00:00;959.48;5053;13361.5;8191.5;65.66
2018-05-25 22:00:00;1484.63;5054;11785;7988;64.97
2018-05-25 23:00:00;1372.74;5055;11275.5;7187.5;63.65
2018-05-26 00:00:00;1113.26;5055;11048;6479;60.9
2018-05-26 01:00:00;1229.79;5057;10990.5;5908.5;60.9
2018-05-26 02:00:00;1303.4;5058;10898.5;5599.5;60.59
2018-05-26 03:00:00;1364.96;5058;10617.5;5516.5;60.6
2018-05-26 04:00:00;1618.28;5060;10637;5397;59.41
2018-05-26 05:00:00;1868;5059;10660;5711;57.99
2018-05-26 06:00:00;2612.71;5059;10571;6956;61.88
2018-05-26 07:00:00;2645.97;5060;10908.5;8307.5;64.16
2018-05-26 08:00:00;2617.21;5061;11118.5;9425.5;64.5
2018-05-26 09:00:00;2320.35;5059;11535;10140;64.45
2018-05-26 10:00:00;2264.71;5059;11748;10300;63.99
2018-05-26 11:00:00;2348.85;5057;11548;10438;63.47
2018-05-26 12:00:00;2086.59;5055;11378.5;10005.5;60.71
2018-05-26 13:00:00;1455.46;5055;10550.5;10032.5;55
2018-05-26 14:00:00;1304.77;5054;9945.5;10074.5;51.2
2018-05-26 15:00:00;1282.2;5053;9687.5;9987.5;51.2
2018-05-26 16:00:00;1378.41;5054;10020;9377;53.08
2018-05-26 17:00:00;1457.65;5055;10936;8657;60.99
2018-05-26 18:00:00;2048.43;5054;11482.5;8047.5;64.45
2018-05-26 19:00:00;3089.46;5054;11623.5;7716.5;66.26
2018-05-26 20:00:00;2835.93;5056;11904;7276;66.29
2018-05-26 21:00:00;1704.53;5057;12227;6804;66.1
2018-05-26 22:00:00;1613.88;5058;11444.5;5945.5;64.97
2018-05-26 23:00:00;1294.45;5058;10567.5;5666.5;64.45
2018-05-27 00:00:00;1410.14;5059;10157;4829;63.47
2018-05-27 01:00:00;1464.93;5060;9995;4633;63.19
2018-05-27 02:00:00;1458.35;5060;9928;4498;61.85
2018-05-27 03:00:00;1527.72;5060;9830;4426;60
2018-05-27 04:00:00;1621.49;5061;9427.5;4405.5;59
2018-05-27 05:00:00;1724.3;5060;8856;4418;55.43
2018-05-27 06:00:00;1489.56;5059;9416;5068;59.43
2018-05-27 07:00:00;1888.92;5057;9877.5;5973.5;62.21
2018-05-27 08:00:00;1995.65;5014;9980;7230;63.47
2018-05-27 09:00:00;1977.81;4929;9998;8127;64.21
2018-05-27 10:00:00;1852.6;4849;10114;8743;64.45
2018-05-27 11:00:00;1937.42;4758;10469.5;8834.5;64.45
2018-05-27 12:00:00;2104.19;4666;9942.5;9312.5;63.43
2018-05-27 13:00:00;1741.76;4573;9270.5;10155.5;58
2018-05-27 14:00:00;1743.9;4479;8397.5;10450.5;52
2018-05-27 15:00:00;2528.17;4376;7904;10325;51.15
2018-05-27 16:00:00;3351.03;4275;7648;10100;50.22
2018-05-27 17:00:00;2951.86;4184;8280;9804;51.17
2018-05-27 18:00:00;3165.11;4095;9340.5;9257.5;55.43
2018-05-27 19:00:00;3596.67;4051;10038;9407;64.21
2018-05-27 20:00:00;3426.79;4052;10479.5;9268.5;64.45
2018-05-27 21:00:00;2688.56;4052;10618.5;8049.5;61.85
2018-05-27 22:00:00;2040.97;4053;10241;7313;62
2018-05-27 23:00:00;1713.35;4054;9849;6996;59.01
2018-05-28 00:00:00;1598.96;4055;9679.5;6610.5;51.17
2018-05-28 01:00:00;1647.79;4056;9767.5;6209.5;50.22
2018-05-28 02:00:00;1725.6;4056;9508.5;6257.5;50.22
2018-05-28 03:00:00;1707.5;4056;9789.5;6444.5;51.17
2018-05-28 04:00:00;2004.15;4055;10279;7267;59.9
2018-05-28 05:00:00;2871.73;4054;11512.5;7876.5;63.47
2018-05-28 06:00:00;3087.13;4054;12977.5;8884.5;64.64
2018-05-28 07:00:00;2839.16;4054;13051;10565;66.1
2018-05-28 08:00:00;2722.71;4053;13114;11406;66.19
2018-05-28 09:00:00;3281.37;4053;13185.5;11241.5;66.29
2018-05-28 10:00:00;3194.91;4052;13274.5;11902.5;66.69
2018-05-28 11:00:00;3183.66;4051;13166.5;11873.5;65.9
2018-05-28 12:00:00;2772.07;4049;13175;11151;64.63
2018-05-28 13:00:00;2346.64;4048;13137.5;10892.5;64.45
2018-05-28 14:00:00;1135.5;4048;13157.5;11663.5;63.65
2018-05-28 15:00:00;1191.04;4047;13159;11406;63.19
2018-05-28 16:00:00;1383.92;4045;13174;10948;61.88
2018-05-28 17:00:00;2340.74;4045;13191;10142;64.21
2018-05-28 18:00:00;3308.24;4046;13437.5;9611.5;65.2
2018-05-28 19:00:00;4592.63;4047;13440.5;8937.5;67.13
2018-05-28 20:00:00;3869.49;4048;13385.5;8423.5;66.29
2018-05-28 21:00:00;2411.49;4048;13537.5;7150.5;65.2
2018-05-28 22:00:00;2516.63;4048;12627.5;6290.5;65.9
2018-05-28 23:00:00;1748.47;4048;12529.5;5837.5;64.97
2018-05-29 00:00:00;1474.64;4051;12204;5583;64.53
2018-05-29 01:00:00;1473.65;4051;12065.5;5357.5;64.5
2018-05-29 02:00:00;1533.52;4051;12396.5;5204.5;64.93
2018-05-29 03:00:00;1850.5;4052;12675.5;5034.5;65.15
2018-05-29 04:00:00;2574.28;4053;12975;5458;66.13
2018-05-29 05:00:00;3976.84;4053;13366;5722;66.26
2018-05-29 06:00:00;4479.56;4052;13256;8040;66.22
2018-05-29 07:00:00;4079.37;4054;13283;9753;66.47
2018-05-29 08:00:00;3931.63;4054;13444.5;10476.5;66.26
2018-05-29 09:00:00;3674.08;4054;13606.5;11132.5;66.13
2018-05-29 10:00:00;3546.82;4054;13621.5;11679.5;66.26
2018-05-29 11:00:00;3656.05;4054;13548;11527;66.13
2018-05-29 12:00:00;2978.98;4053;13523.5;11239.5;65.71
2018-05-29 13:00:00;2894.08;4051;13439;10489;64.97
2018-05-29 14:00:00;2846.61;4050;13515.5;10373.5;64.5
2018-05-29 15:00:00;3057.76;4052;13476;10576;63.57
2018-05-29 16:00:00;2818.52;4053;13362.5;10486.5;63.29
2018-05-29 17:00:00;3200.42;4055;13251;9557;64.79
2018-05-29 18:00:00;3745.78;4054;13578.5;9233.5;66
